번호,학년/가진급학년,교과과정,교과영역구분,학수강좌번호,교과목명,교원명,수업캠퍼스,요일/시간,강의실,학점,이론,실습,공학설계,강의계획서,교과목해설,강의유형,강의종류,혁신교과목구분,원어강의,강평결과,이수구분,강의미리보기,개설대학,개설학과/전공,집중이수학기구분,비고,교과목영문명,
132,"1,2학년",학문기초,제5영역:외국어,PRI5075-03,AcademicWriting,데이린프롤리,서울,"월5.5-6.5/13:30-15:00,목5.5-6.5/13:30-15:00",,3,3,0,,더블클릭,더블클릭,이론,외국어강의,,영어,,학기,,행정및부속기관,다르마칼리지 교양외국어센터,,"실시간원격(Webex강의), 영어강의(English Course)",Academic Writing,
133,"1,2학년",학문기초,제5영역:외국어,PRI5075-04,AcademicWriting,데이린프롤리,서울,"월7.0-8.0/15:00-16:30,목7.0-8.0/15:00-16:30",,3,3,0,,더블클릭,더블클릭,이론,외국어강의,,영어,,학기,,행정및부속기관,다르마칼리지 교양외국어센터,,"실시간원격(Webex강의), 영어강의(English Course)",Academic Writing,
134,"1,2학년",학문기초,제5영역:외국어,PRI5076-01,BusinessWriting,제프벨리,서울,"화4.0-5.0/12:00-13:30,목4.0-5.0/12:00-13:30","102-443(학술/문화관 K443 443 강의실),102-443(학술/문화관 K443 443 강의실)",3,3,0,,더블클릭,더블클릭,이론,외국어강의,,영어,,학기,,행정및부속기관,다르마칼리지 교양외국어센터,,"실시간원격(Webex강의), 영어강의(English Course)",Business Writing,
135,"1,2학년",학문기초,제5영역:외국어,PRI5076-02,BusinessWriting,에이미우,서울,"월6.0-7.0/14:00-15:30,목6.0-7.0/14:00-15:30","207-625(혜화관  625 강의실),207-625(혜화관  625 강의실)",3,3,0,,더블클릭,더블클릭,이론,외국어강의,,영어,,학기,,행정및부속기관,다르마칼리지 교양외국어센터,,"실시간원격(Webex강의), 영어강의(English Course)",Business Writing,
136,"1,2학년",학문기초,제5영역:외국어,PRI5076-03,BusinessWriting,에이미우,서울,"수4.5-5.5/12:30-14:00,금4.0-5.0/12:00-13:30","207-107(혜화관 107 107 강의실),207-107(혜화관 107 107 강의실)",3,3,0,,더블클릭,더블클릭,이론,외국어강의,,영어,,학기,,행정및부속기관,다르마칼리지 교양외국어센터,,"실시간원격(Webex강의), 영어강의(English Course)",Business Writing,
137,"1,2학년",학문기초,제5영역:외국어,PRI5076-04,BusinessWriting,제프벨리,서울,"화6.0-7.0/14:00-15:30,금6.0-7.0/14:00-15:30",,3,3,0,,더블클릭,더블클릭,이론,외국어강의,,영어,,학기,,행정및부속기관,다르마칼리지 교양외국어센터,,"실시간원격(Webex강의), 영어강의(English Course)",Business Writing,
138,"1,2학년",학문기초,제5영역:외국어,PRI5079-01,EnglishConversation3,베리웰시,서울,"수8.0-9.0/16:00-17:30,금8.0-9.0/16:00-17:30","102-443(학술/문화관 K443 443 강의실),102-443(학술/문화관 K443 443 강의실)",3,3,0,,더블클릭,더블클릭,이론,외국어강의,,영어,,학기,,문과대학,문과대학 영어영문학부,,영어강의,English Conversation 3,
139,"1,2학년",학문기초,제5영역:외국어,PRI5081-01,중국어(초급),박석홍,서울,"월4.0-5.0/12:00-13:30,수3.0-4.0/11:00-12:30","407-B127(정보문화관P P207 강의실),407-B127(정보문화관P P207 강의실)",3,3,0,,더블클릭,더블클릭,이론,일반강의,,,,학기,,문과대학,문과대학 중어중문학과,,중어중문학/중국유학생/재외국민(중화권)/중국어특기자수강제한,Basic Chinese,
140,"1,2학년",학문기초,제5영역:외국어,PRI5081-02,중국어(초급),김순진,서울,"화4.0-5.0/12:00-13:30,목4.0-5.0/12:00-13:30","102-241(학술/문화관 K241 241 강의실),102-241(학술/문화관 K241 241 강의실)",3,3,0,,더블클릭,더블클릭,이론,일반강의,,,,학기,,문과대학,문과대학 중어중문학과,,중어중문학/중국유학생/재외국민(중화권)/중국어특기자수강제한,Basic Chinese,
141,"1,2학년",학문기초,제5영역:외국어,PRI5081-03,중국어(초급),김지선,서울,"월5.5-6.5/13:30-15:00,수5.5-6.5/13:30-15:00","102-454(학술/문화관 K454 454 강의실),102-454(학술/문화관 K454 454 강의실)",3,3,0,,더블클릭,더블클릭,이론,일반강의,,,,학기,,문과대학,문과대학 중어중문학과,,중어중문학/중국유학생/재외국민(중화권)/중국어특기자수강제한,Basic Chinese,
142,"1,2학년",학문기초,제5영역:외국어,PRI5081-04,중국어(초급),이종미,서울,"화2.5-3.5/10:30-12:00,목2.5-3.5/10:30-12:00","102-217(학술/문화관 K217 217 강의실),102-217(학술/문화관 K217 217 강의실)",3,3,0,,더블클릭,더블클릭,이론,일반강의,,,,학기,,문과대학,문과대학 중어중문학과,,중어중문학/중국유학생/재외국민(중화권)/중국어특기자수강제한,Basic Chinese,
143,"1,2학년",학문기초,제5영역:외국어,PRI5081-05,중국어(초급),양선혜,서울,"화8.0-9.0/16:00-17:30,목8.5-9.5/16:30-18:00","102-462(학술/문화관 K462 462 강의실),102-462(학술/문화관 K462 462 강의실)",3,3,0,,더블클릭,더블클릭,이론,일반강의,,,,학기,,문과대학,문과대학 중어중문학과,,중어중문학/중국유학생/재외국민(중화권)/중국어특기자수강제한,Basic Chinese,
144,"1,2학년",학문기초,제5영역:외국어,PRI5081-06,중국어(초급),양은선,서울,수11.0-13.5/18:50-21:30,102-458(학술/문화관 K458 458 강의실),3,3,0,,더블클릭,더블클릭,이론,일반강의,,,,학기,,문과대학,문과대학 중어중문학과,,중어중문학/중국유학생/재외국민(중화권)/중국어특기자수강제한,Basic Chinese,
145,"1,2학년",학문기초,제5영역:외국어,PRI5081-07,중국어(초급),조영경,서울,"화8.0-9.0/16:00-17:30,목8.0-9.0/16:00-17:30","102-245(학술/문화관 K245 245 강의실),102-245(학술/문화관 K245 245 강의실)",3,3,0,,더블클릭,더블클릭,이론,일반강의,,,,학기,,문과대학,문과대학 중어중문학과,,중어중문학/중국유학생/재외국민(중화권)/중국어특기자수강제한,Basic Chinese,
146,"1,2학년",학문기초,제5영역:외국어,PRI5082-01,중국어(중급),김화진,서울,"화4.0-5.0/12:00-13:30,목4.0-5.0/12:00-13:30","102-221(학술/문화관 K221 221 강의실),102-221(학술/문화관 K221 221 강의실)",3,3,0,,더블클릭,더블클릭,이론,일반강의,,,,학기,,문과대학,문과대학 중어중문학과,,중어중문학/중국유학생/재외국민(중화권)/중국어특기자수강제한,Intermediate Chinese,
147,"1,2학년",학문기초,제5영역:외국어,PRI5083-01,일본어(초급),신지연,서울,"월4.0-5.0/12:00-13:30,수3.0-4.0/11:00-12:30","102-439(학술/문화관 K439 439 강의실),102-439(학술/문화관 K439 439 강의실)",3,3,0,,더블클릭,더블클릭,이론,일반강의,,,,학기,,문과대학,문과대학 일본학과,,일어일문학/일본학/일본유학생 수강제한,Basic Japanese,
148,"1,2학년",학문기초,제5영역:외국어,PRI5083-02,일본어(초급),김연진,서울,"월4.0-5.0/12:00-13:30,수3.0-4.0/11:00-12:30","102-443(학술/문화관 K443 443 강의실),102-443(학술/문화관 K443 443 강의실)",3,3,0,,더블클릭,더블클릭,이론,일반강의,,,,학기,,문과대학,문과대학 일본학과,,일어일문학/일본학/일본유학생 수강제한,Basic Japanese,
149,"1,2학년",학문기초,제5영역:외국어,PRI5083-03,일본어(초급),오채현,서울,"화2.5-3.5/10:30-12:00,목2.5-3.5/10:30-12:00","202-387(사회과학/경영관 L305 강의실),202-387(사회과학/경영관 L305 강의실)",3,3,0,,더블클릭,더블클릭,이론,일반강의,,,,학기,,문과대학,문과대학 일본학과,,일어일문학/일본학/일본유학생 수강제한,Basic Japanese,
150,"1,2학년",학문기초,제5영역:외국어,PRI5083-04,일본어(초급),신은화,서울,"화4.0-5.0/12:00-13:30,목4.0-5.0/12:00-13:30","102-458(학술/문화관 K458 458 강의실),102-458(학술/문화관 K458 458 강의실)",3,3,0,,더블클릭,더블클릭,이론,일반강의,,,,학기,,문과대학,문과대학 일본학과,,일어일문학/일본학/일본유학생 수강제한,Basic Japanese,
151,"1,2학년",학문기초,제5영역:외국어,PRI5083-05,일본어(초급),하소정,서울,"화4.0-5.0/12:00-13:30,목4.0-5.0/12:00-13:30","102-362(학술/문화관 K362 362 강의실),102-362(학술/문화관 K362 362 강의실)",3,3,0,,더블클릭,더블클릭,이론,일반강의,,,,학기,,문과대학,문과대학 일본학과,,일어일문학/일본학/일본유학생 수강제한,Basic Japanese,
152,"1,2학년",학문기초,제5영역:외국어,PRI5083-06,일본어(초급),김경민,서울,"화6.0-7.0/14:00-15:30,금6.0-7.0/14:00-15:30","102-458(학술/문화관 K458 458 강의실),102-458(학술/문화관 K458 458 강의실)",3,3,0,,더블클릭,더블클릭,이론,일반강의,,,,학기,,문과대학,문과대학 일본학과,,일어일문학/일본학/일본유학생 수강제한,Basic Japanese,
153,"1,2학년",학문기초,제5영역:외국어,PRI5083-07,일본어(초급),하채령,서울,"화8.0-9.0/16:00-17:30,목8.5-9.5/16:30-18:00","102-221(학술/문화관 K221 221 강의실),102-221(학술/문화관 K221 221 강의실)",3,3,0,,더블클릭,더블클릭,이론,일반강의,,,,학기,,문과대학,문과대학 일본학과,,일어일문학/일본학/일본유학생 수강제한,Basic Japanese,
154,"1,2학년",학문기초,제5영역:외국어,PRI5083-08,일본어(초급),신은화,서울,수10.0-12.5/18:00-20:30,102-217(학술/문화관 K217 217 강의실),3,3,0,,더블클릭,더블클릭,이론,일반강의,,,,학기,,문과대학,문과대학 일본학과,,일어일문학/일본학/일본유학생 수강제한,Basic Japanese,
155,"1,2학년",학문기초,제5영역:외국어,PRI5083-09,일본어(초급),정성희,서울,목11.0-13.5/18:50-21:30,102-219(학술/문화관 K219 219 강의실),3,3,0,,더블클릭,더블클릭,이론,일반강의,,,,학기,,문과대학,문과대학 일본학과,,일어일문학/일본학/일본유학생 수강제한,Basic Japanese,
156,"1,2학년",학문기초,제5영역:외국어,PRI5084-01,일본어(중급),박정원,서울,"월4.0-5.0/12:00-13:30,수3.0-4.0/11:00-12:30","102-458(학술/문화관 K458 458 강의실),102-458(학술/문화관 K458 458 강의실)",3,3,0,,더블클릭,더블클릭,이론,일반강의,,,,학기,,문과대학,문과대학 일본학과,,,Intermediate Japanese,
157,"1,2학년",학문기초,제5영역:외국어,PRI5085-01,독일어(초급),이상욱,서울,"화1.0-2.0/09:00-10:30,금1.0-2.0/09:00-10:30","102-344(학술/문화관 K344 344 강의실),102-344(학술/문화관 K344 344 강의실)",3,3,0,,더블클릭,더블클릭,이론,일반강의,,,,학기,,행정및부속기관,다르마칼리지 교양외국어센터,,,Basic German,
158,"1,2학년",학문기초,제5영역:외국어,PRI5085-02,독일어(초급),이상욱,서울,"화3.0-4.0/11:00-12:30,금3.0-4.0/11:00-12:30","201-129(사회과학/경영관 M129 강의실),201-129(사회과학/경영관 M129 강의실)",3,3,0,,더블클릭,더블클릭,이론,일반강의,,,,학기,,행정및부속기관,다르마칼리지 교양외국어센터,,,Basic German,
159,"1,2학년",학문기초,제5영역:외국어,PRI5087-01,불어(초급),임민지,서울,"화2.0-3.0/10:00-11:30,금2.0-3.0/10:00-11:30","102-462(학술/문화관 K462 462 강의실),102-458(학술/문화관 K458 458 강의실)",3,3,0,,더블클릭,더블클릭,이론,일반강의,,,,학기,,행정및부속기관,다르마칼리지 교양외국어센터,,,Basic French,
160,"1,2학년",학문기초,제5영역:외국어,PRI5087-02,불어(초급),임민지,서울,"화3.5-4.5/11:30-13:00,금3.5-4.5/11:30-13:00","102-462(학술/문화관 K462 462 강의실),102-460(학술/문화관 K460 460 강의실)",3,3,0,,더블클릭,더블클릭,이론,일반강의,,,,학기,,행정및부속기관,다르마칼리지 교양외국어센터,,,Basic French,
161,"1,2학년",학문기초,제5영역:외국어,PRI5089-01,러시아어(초급),김연수,서울,"화4.0-5.0/12:00-13:30,목4.0-5.0/12:00-13:30","102-441(학술/문화관 K441 441 강의실),102-441(학술/문화관 K441 441 강의실)",3,3,0,,더블클릭,더블클릭,이론,일반강의,,,,학기,,행정및부속기관,다르마칼리지 교양외국어센터,,,Basic Russian,
162,"1,2학년",학문기초,제5영역:외국어,PRI5089-02,러시아어(초급),김연수,서울,"화5.5-6.5/13:30-15:00,목5.5-6.5/13:30-15:00","102-245(학술/문화관 K245 245 강의실),102-245(학술/문화관 K245 245 강의실)",3,3,0,,더블클릭,더블클릭,이론,일반강의,,,,학기,,행정및부속기관,다르마칼리지 교양외국어센터,,,Basic Russian,
163,"1,2학년",학문기초,제5영역:외국어,PRI5091-01,스페인어(초급),정민정,서울,"월4.5-5.5/12:30-14:00,수4.0-5.0/12:00-13:30","201-129(사회과학/경영관 M129 강의실),202-374(사회과학/경영관 L301 강의실)",3,3,0,,더블클릭,더블클릭,이론,일반강의,,,,학기,,행정및부속기관,다르마칼리지 교양외국어센터,,,Basic Spanish,
164,"1,2학년",학문기초,제5영역:외국어,PRI5091-02,스페인어(초급),정민정,서울,"월6.0-7.0/14:00-15:30,수5.5-6.5/13:30-15:00","202-174(사회과학/경영관 L101 강의실),202-174(사회과학/경영관 L101 강의실)",3,3,0,,더블클릭,더블클릭,이론,일반강의,,,,학기,,행정및부속기관,다르마칼리지 교양외국어센터,,,Basic Spanish,
165,"1,2학년",학문기초,제5영역:외국어,PRI5093-01,아랍어(초급),이동은,서울,"화4.0-5.0/12:00-13:30,목4.0-5.0/12:00-13:30","102-439(학술/문화관 K439 439 강의실),102-439(학술/문화관 K439 439 강의실)",3,3,0,,더블클릭,더블클릭,이론,일반강의,,,,학기,,행정및부속기관,다르마칼리지 교양외국어센터,,,Basic Arabic,
166,"1,2학년",학문기초,제5영역:외국어,PRI5093-02,아랍어(초급),이동은,서울,"화2.5-3.5/10:30-12:00,목2.5-3.5/10:30-12:00","102-458(학술/문화관 K458 458 강의실),102-458(학술/문화관 K458 458 강의실)",3,3,0,,더블클릭,더블클릭,이론,일반강의,,,,학기,,행정및부속기관,다르마칼리지 교양외국어센터,,,Basic Arabic,
167,"1,2학년",학문기초,제5영역:외국어,PRI5095-01,교양한문,남궁윤,서울,"월4.0-5.0/12:00-13:30,수3.0-4.0/11:00-12:30","102-311(학술/문화관 K311 311 강의실),102-311(학술/문화관 K311 311 강의실)",3,3,0,,더블클릭,더블클릭,이론,일반강의,,,,학기,,문과대학,문과대학 국어국문문예창작학부,,,Basic Readings in Classical Chinese,
168,"1,2학년",학문기초,제5영역:외국어,PRI5095-02,교양한문,이주영,서울,"화4.0-5.0/12:00-13:30,목4.0-5.0/12:00-13:30","102-311(학술/문화관 K311 311 강의실),102-311(학술/문화관 K311 311 강의실)",3,3,0,,더블클릭,더블클릭,이론,일반강의,,,,학기,,문과대학,문과대학 국어국문문예창작학부,,,Basic Readings in Classical Chinese,
169,"1,2학년",학문기초,제5영역:외국어,PRI5095-03,교양한문,정난영,서울,"화8.0-9.0/16:00-17:30,목8.5-9.5/16:30-18:00","102-311(학술/문화관 K311 311 강의실),102-311(학술/문화관 K311 311 강의실)",3,3,0,,더블클릭,더블클릭,이론,일반강의,,,,학기,,문과대학,문과대학 국어국문문예창작학부,,,Basic Readings in Classical Chinese,
170,"1,2학년",학문기초,제5영역:외국어,PRI5095-04,교양한문,민희주,서울,"수4.5-5.5/12:30-14:00,금4.0-5.0/12:00-13:30","102-311(학술/문화관 K311 311 강의실),102-311(학술/문화관 K311 311 강의실)",3,3,0,,더블클릭,더블클릭,이론,일반강의,,,,학기,,문과대학,문과대학 국어국문문예창작학부,,,Basic Readings in Classical Chinese,
171,"1,2학년",학문기초,제5영역:외국어,PRI5095-05,교양한문,박성호,서울,"월8.5-9.5/16:30-18:00,수6.0-7.0/14:00-15:30","102-311(학술/문화관 K311 311 강의실),102-311(학술/문화관 K311 311 강의실)",3,3,0,,더블클릭,더블클릭,이론,일반강의,,,,학기,,문과대학,문과대학 국어국문문예창작학부,,,Basic Readings in Classical Chinese,
172,"1,2학년",학문기초,제5영역:외국어,PRI5095-06,교양한문,박상란,서울,월10.0-12.5/18:00-20:30,307-236(명진관 A236 강의실),3,3,0,,더블클릭,더블클릭,이론,일반강의,,,,학기,,문과대학,문과대학 국어국문문예창작학부,,,Basic Readings in Classical Chinese,
173,"1,2학년",학문기초,제5영역:외국어,PRI5095-07,교양한문,하성란,서울,화10.0-12.5/18:00-20:30,307-236(명진관 A236 강의실),3,3,0,,더블클릭,더블클릭,이론,일반강의,,,,학기,,문과대학,문과대학 국어국문문예창작학부,,,Basic Readings in Classical Chinese,
174,"1,2학년",학문기초,제5영역:외국어,PRI5095-08,교양한문,최진경,서울,"화6.0-7.0/14:00-15:30,목6.0-7.0/14:00-15:30","102-454(학술/문화관 K454 454 강의실),102-454(학술/문화관 K454 454 강의실)",3,3,0,,더블클릭,더블클릭,이론,일반강의,,,,학기,,문과대학,문과대학 국어국문문예창작학부,,,Basic Readings in Classical Chinese,
175,"1,2학년",학문기초,제5영역:외국어,PRI5095-09,교양한문,심혜경,서울,수10.0-12.5/18:00-20:30,307-236(명진관 A236 강의실),3,3,0,,더블클릭,더블클릭,이론,일반강의,,,,학기,,문과대학,문과대학 국어국문문예창작학부,,,Basic Readings in Classical Chinese,
176,전체학년,학문기초,제5영역:외국어,PRI5096-01,라틴어(초급),손윤락,서울,"화4.0-5.0/12:00-13:30,목4.0-5.0/12:00-13:30","407-121(정보문화관P P305 강의실_스마트),407-121(정보문화관P P305 강의실_스마트)",3,3,0,,더블클릭,더블클릭,이론,일반강의,,,,학기,,행정및부속기관,다르마칼리지 교양외국어센터,,,Latin(elementary),
177,"1,2학년",학문기초,제5영역:외국어,PRI5097-01,OPIc,김지선,서울,"화4.0-5.0/12:00-13:30,목4.0-5.0/12:00-13:30","102-217(학술/문화관 K217 217 강의실),102-217(학술/문화관 K217 217 강의실)",3,3,0,,더블클릭,더블클릭,이론,외국어강의,,영어,,학기,,문과대학,문과대학 영어영문학부,,영어강의,OPIc,
178,전체학년,학문기초,제5영역:외국어,PRI5099-01,TOPIK,백수혜,서울,"화8.0-9.0/16:00-17:30,목8.5-9.5/16:30-18:00","408-329(정보문화관Q Q302 강의실),408-329(정보문화관Q Q302 강의실)",3,3,0,,더블클릭,더블클릭,이론,일반강의,,,,학기,,,국제처 글로벌인재지원팀,,외국인 전용,TOPIK,
